,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,maturity,type,S
253,SPY260630C00450000,2026-01-07 20:24:11+00:00,450.0,248.71,250.34,253.56,0.0,0.0,7.0,14.0,0.4997303445434571,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
254,SPY260630C00460000,2025-08-12 15:54:08+00:00,460.0,198.06,216.14,219.49,0.0,0.0,2.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
255,SPY260630C00470000,2025-12-09 19:52:18+00:00,470.0,222.11,230.93,234.2,0.0,0.0,1.0,2.0,0.4688163470458985,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
256,SPY260630C00475000,2025-12-18 18:49:36+00:00,475.0,211.9,226.1,229.37,0.0,0.0,3.0,5.0,0.4612480633544922,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
257,SPY260630C00480000,2025-12-18 14:46:48+00:00,480.0,206.0,221.28,224.54,0.0,0.0,7.0,10.0,0.4536645210266113,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
258,SPY260630C00485000,2025-12-05 20:10:53+00:00,485.0,211.92,212.19,215.45,0.0,0.0,2.0,2.0,0.38532108825683586,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
259,SPY260630C00490000,2025-12-30 20:59:01+00:00,490.0,207.41,211.65,214.91,0.0,0.0,1.0,12.0,0.43887890228271487,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
260,SPY260630C00495000,2025-12-02 14:37:27+00:00,495.0,200.08,205.28,208.56,0.0,0.0,2.0,12.0,0.41203896072387697,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
261,SPY260630C00500000,2026-01-08 15:04:43+00:00,500.0,198.27,202.04,205.3,0.0,0.0,2.0,275.0,0.42426112854003906,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
262,SPY260630C00505000,2025-12-12 16:46:18+00:00,505.0,186.85,197.24,200.51,0.0,0.0,1.0,12.0,0.4170895693969726,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
263,SPY260630C00510000,2025-12-31 21:02:41+00:00,510.0,183.0,192.46,195.72,0.0,0.0,5.0,98.0,0.40991801025390623,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
264,SPY260630C00515000,2025-10-20 18:49:49+00:00,515.0,174.26,174.37,175.17,0.0,0.0,1.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
265,SPY260630C00520000,2026-01-09 16:29:05+00:00,520.0,183.5,182.91,186.18,4.0599976,2.2625935,1.0,137.0,0.3959105819702149,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
266,SPY260630C00525000,2025-12-11 16:18:39+00:00,525.0,173.09,178.16,181.42,0.0,0.0,2.0,18.0,0.3889526437377929,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
267,SPY260630C00530000,2025-12-17 19:06:35+00:00,530.0,155.23,173.42,176.68,0.0,0.0,4.0,24.0,0.3821472918701171,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
268,SPY260630C00535000,2025-11-13 15:08:37+00:00,535.0,162.39,167.2,170.52,0.0,0.0,2.0,83.0,0.3605105453491211,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
269,SPY260630C00540000,2026-01-09 15:26:26+00:00,540.0,164.0,163.97,167.23,18.25,12.521441,1.0,35.0,0.3687044331359864,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
270,SPY260630C00545000,2026-01-08 17:51:55+00:00,545.0,157.56,159.26,162.52,0.0,0.0,2.0,36.0,0.36203640899658207,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
271,SPY260630C00550000,2026-01-05 16:47:02+00:00,550.0,151.82,154.57,157.83,0.0,0.0,2.0,105.0,0.35550571258544916,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
272,SPY260630C00554000,2025-11-21 19:09:59+00:00,554.0,130.62,149.38,152.85,0.0,0.0,1.0,3.0,0.3385838847351074,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
273,SPY260630C00555000,2026-01-05 15:19:47+00:00,555.0,145.97,149.89,153.15,0.0,0.0,1.0,47.0,0.34897501617431637,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
274,SPY260630C00558000,2025-08-27 17:50:59+00:00,558.0,115.55,127.42,130.5,0.0,0.0,2.0,6.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
275,SPY260630C00559000,2025-11-18 19:03:05+00:00,559.0,126.6,144.73,148.24,0.0,0.0,2.0,6.0,0.33292293060302736,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
276,SPY260630C00560000,2025-12-31 20:06:52+00:00,560.0,137.9,145.23,148.49,0.0,0.0,1.0,42.0,0.3425511302185058,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
277,SPY260630C00561000,2026-01-06 15:12:16+00:00,561.0,142.75,144.3,147.56,0.0,0.0,1.0,13.0,0.3412694047546387,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
278,SPY260630C00562000,2025-08-19 15:01:16+00:00,562.0,108.0,123.96,127.05,0.0,0.0,10.0,10.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
279,SPY260630C00563000,2025-12-04 18:29:23+00:00,563.0,138.65,140.85,144.36,0.0,0.0,3.0,30.0,0.3265600791931152,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
280,SPY260630C00564000,2025-09-10 14:05:32+00:00,564.0,115.68,115.4,118.68,0.0,0.0,1.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
281,SPY260630C00565000,2025-12-11 20:05:39+00:00,565.0,139.82,140.59,143.85,0.0,0.0,1.0,105.0,0.33620353744506837,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
282,SPY260630C00566000,2025-10-24 13:54:28+00:00,566.0,132.89,128.52,129.43,0.0,0.0,1.0,8.0,0.16541361938476565,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
283,SPY260630C00568000,2025-11-12 14:48:35+00:00,568.0,136.4,136.4,139.91,0.0,0.0,1.0,25.0,0.3221655918884277,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
284,SPY260630C00569000,2025-11-18 19:18:05+00:00,569.0,117.7,135.45,138.83,0.0,0.0,6.0,7.0,0.3195563650512695,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
285,SPY260630C00570000,2025-12-01 15:56:03+00:00,570.0,130.05,134.53,137.93,0.0,0.0,10.0,113.0,0.3185798123168945,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
286,SPY260630C00571000,2025-11-19 19:10:26+00:00,571.0,114.94,133.63,136.99,0.0,0.0,,1.0,0.31722179367065423,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
287,SPY260630C00572000,2025-11-19 19:09:59+00:00,572.0,114.25,132.56,136.07,0.0,0.0,,1.0,0.31604687866210934,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
288,SPY260630C00573000,2025-11-19 19:10:26+00:00,573.0,113.25,131.8,135.16,0.0,0.0,2.0,8.0,0.3149482568359374,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
289,SPY260630C00574000,2025-12-29 17:20:45+00:00,574.0,128.45,132.28,135.54,0.0,0.0,4.0,8.0,0.3249121464538574,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
290,SPY260630C00575000,2025-12-29 17:22:18+00:00,575.0,127.48,131.36,134.62,0.0,0.0,7.0,52.0,0.32366093826293935,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
291,SPY260630C00576000,2025-09-29 19:21:04+00:00,576.0,113.95,131.24,136.0,0.0,0.0,1.0,1.0,0.3413151806640625,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
292,SPY260630C00577000,2025-07-15 14:08:54+00:00,577.0,87.46,111.27,114.28,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
293,SPY260630C00578000,2025-11-18 18:43:04+00:00,578.0,111.16,127.2,130.59,0.0,0.0,2.0,7.0,0.3092110095214844,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
294,SPY260630C00579000,2025-11-20 16:31:51+00:00,579.0,112.15,126.32,129.69,0.0,0.0,1.0,2.0,0.3081734222412109,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
295,SPY260630C00580000,2025-11-25 19:48:03+00:00,580.0,114.98,125.39,128.76,0.0,0.0,11.0,97.0,0.3068611795043945,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
296,SPY260630C00581000,2025-10-15 18:53:31+00:00,581.0,111.96,111.01,111.78,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
297,SPY260630C00582000,2025-11-19 18:58:00+00:00,582.0,106.57,124.82,125.6,0.0,0.0,20.0,18.0,0.29325047576904284,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
298,SPY260630C00583000,2025-12-23 18:04:32+00:00,583.0,121.08,124.03,127.29,0.0,0.0,4.0,16.0,0.3137580831909179,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
299,SPY260630C00584000,2025-09-12 18:26:29+00:00,584.0,102.72,98.9,102.05,0.0,0.0,5.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
300,SPY260630C00585000,2026-01-09 17:07:21+00:00,585.0,123.97,122.21,125.47,4.9400024,4.150216,31.0,162.0,0.31133195999145497,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
301,SPY260630C00586000,2025-09-05 18:13:52+00:00,586.0,90.12,111.86,112.86,0.0,0.0,1.0,1.0,0.19944037872314452,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
302,SPY260630C00587000,2025-09-16 13:33:40+00:00,587.0,102.9,104.19,107.63,0.0,0.0,1.0,0.0,0.10767493896484376,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
303,SPY260630C00588000,2025-10-01 15:50:30+00:00,588.0,107.07,107.45,110.77,0.0,0.0,2.0,2.0,0.195320546875,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
304,SPY260630C00589000,2025-09-15 15:45:56+00:00,589.0,100.33,104.62,105.65,0.0,0.0,1.0,2.0,0.10718666259765625,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
305,SPY260630C00590000,2026-01-09 15:44:17+00:00,590.0,117.41,117.68,120.93,1.4900055,1.2853739,8.0,682.0,0.30525902267456057,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
306,SPY260630C00591000,2025-10-21 16:01:36+00:00,591.0,107.99,105.57,109.05,0.0,0.0,10.0,4.0,0.20581848876953124,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
307,SPY260630C00592000,2025-11-03 16:27:05+00:00,592.0,115.8,115.94,116.68,0.0,0.0,1.0,6.0,0.28351546569824215,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
308,SPY260630C00593000,2026-01-07 15:38:29+00:00,593.0,115.54,114.97,118.22,0.0,0.0,8.0,12.0,0.30165798446655273,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
309,SPY260630C00594000,2025-11-18 19:20:33+00:00,594.0,97.91,114.01,114.76,0.0,0.0,3.0,4.0,0.2803874452209472,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
310,SPY260630C00595000,2026-01-05 15:52:58+00:00,595.0,110.08,113.16,116.42,0.0,0.0,1.0,835.0,0.2992776371765136,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
311,SPY260630C00596000,2025-12-15 14:57:44+00:00,596.0,106.18,112.26,115.52,0.0,0.0,9.0,11.0,0.2980722048950195,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
312,SPY260630C00597000,2026-01-05 19:47:14+00:00,597.0,107.67,111.36,114.62,0.0,0.0,2.0,3.0,0.29686677261352534,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
313,SPY260630C00598000,2025-12-01 18:39:12+00:00,598.0,106.65,110.46,111.18,0.0,0.0,1.0,16.0,0.2761455442810058,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
314,SPY260630C00599000,2025-11-05 19:41:20+00:00,599.0,108.0,109.57,110.29,0.0,0.0,1.0,2.0,0.27509269836425776,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
315,SPY260630C00600000,2026-01-09 17:54:02+00:00,600.0,110.44,108.67,111.93,3.840004,3.602255,37.0,1146.0,0.2932962516784667,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
316,SPY260630C00601000,2025-11-18 18:10:26+00:00,601.0,92.44,107.72,108.44,0.0,0.0,1.0,5.0,0.27245295425415034,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
317,SPY260630C00602000,2025-11-07 14:37:58+00:00,602.0,92.4,106.9,107.61,0.0,0.0,2.0,15.0,0.2718578674316406,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
318,SPY260630C00603000,2025-09-29 18:24:12+00:00,603.0,92.52,108.12,112.97,0.0,0.0,7.0,25.0,0.31653515502929686,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
319,SPY260630C00604000,2025-12-23 16:07:52+00:00,604.0,101.88,105.1,108.35,0.0,0.0,3.0,3.0,0.28848978118896473,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
320,SPY260630C00605000,2026-01-09 20:08:07+00:00,605.0,106.81,104.21,107.46,6.899994,6.906209,5.0,453.0,0.28729960754394523,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
321,SPY260630C00606000,2025-12-18 15:55:06+00:00,606.0,94.42,103.32,106.58,0.0,0.0,1.0,3.0,0.2861857270812988,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
322,SPY260630C00607000,2025-12-09 18:34:15+00:00,607.0,99.44,102.44,105.69,0.0,0.0,1.0,7.0,0.2849955534362792,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
323,SPY260630C00608000,2025-12-30 18:12:07+00:00,608.0,98.69,101.55,104.8,0.0,0.0,5.0,24.0,0.2837901211547851,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
324,SPY260630C00609000,2025-10-27 14:25:30+00:00,609.0,101.01,94.84,98.06,0.0,0.0,1.0,3.0,0.2389602471923828,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
325,SPY260630C00610000,2026-01-08 15:15:24+00:00,610.0,98.08,99.78,103.04,0.0,0.0,1.0,118.0,0.2815013256835937,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
326,SPY260630C00611000,2025-12-12 19:28:04+00:00,611.0,92.79,98.9,102.15,0.0,0.0,2.0,14.0,0.2802806347656249,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
327,SPY260630C00612000,2025-10-27 18:05:37+00:00,612.0,99.8,92.05,95.56,0.0,0.0,1.0,11.0,0.2372970558166504,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
328,SPY260630C00613000,2025-10-24 16:58:31+00:00,613.0,93.75,88.66,89.43,0.0,0.0,1.0,4.0,0.19370313140869144,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
329,SPY260630C00614000,2026-01-05 18:03:06+00:00,614.0,93.91,96.27,99.52,0.0,0.0,2.0,6.0,0.27684744155883784,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
330,SPY260630C00615000,2026-01-05 15:58:36+00:00,615.0,92.73,95.39,98.64,0.0,0.0,2.0,90.0,0.27567252655029295,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
331,SPY260630C00616000,2025-12-29 15:01:40+00:00,616.0,92.35,94.52,97.77,0.0,0.0,1.0,13.0,0.2745433874511719,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
332,SPY260630C00617000,2025-11-24 19:17:13+00:00,617.0,81.9,93.71,94.36,0.0,0.0,1.0,4.0,0.2556837127685547,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
333,SPY260630C00618000,2025-11-18 16:15:54+00:00,618.0,75.01,93.05,93.72,0.0,0.0,1.0,19.0,0.25624828231811525,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
334,SPY260630C00619000,2025-12-22 16:57:52+00:00,619.0,87.57,91.9,95.15,0.0,0.0,2.0,12.0,0.271064418334961,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
335,SPY260630C00620000,2026-01-09 18:57:53+00:00,620.0,93.1,91.03,94.28,3.9000015,4.372199,5.0,269.0,0.2699123912811279,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
336,SPY260630C00621000,2025-12-03 18:54:55+00:00,621.0,88.33,90.31,90.96,0.0,0.0,1.0,45.0,0.2519758641052246,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
337,SPY260630C00622000,2025-12-31 16:44:49+00:00,622.0,84.12,89.29,92.54,0.0,0.0,3.0,100.0,0.26758544921875,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
338,SPY260630C00623000,2026-01-05 18:49:31+00:00,623.0,86.05,88.42,91.67,0.0,0.0,1.0,61.0,0.26641053421020505,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
339,SPY260630C00624000,2026-01-07 17:49:21+00:00,624.0,89.21,87.56,90.81,0.0,0.0,1.0,65.0,0.265281395111084,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
340,SPY260630C00625000,2026-01-09 18:57:53+00:00,625.0,88.79,86.7,89.94,0.29000092,0.32768467,2.0,140.0,0.2640912214660644,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
341,SPY260630C00626000,2025-11-20 18:00:18+00:00,626.0,68.3,86.18,86.81,0.0,0.0,1.0,6.0,0.24779499771118163,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
342,SPY260630C00627000,2025-12-31 17:00:58+00:00,627.0,80.32,84.97,88.22,0.0,0.0,2.0,12.0,0.2618024259948731,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
343,SPY260630C00628000,2025-12-12 15:36:57+00:00,628.0,81.45,84.12,87.36,0.0,0.0,9.0,28.0,0.2606580282592773,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
344,SPY260630C00629000,2026-01-08 17:25:02+00:00,629.0,81.4,83.26,86.51,0.0,0.0,5.0,21.0,0.2595594064331055,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
345,SPY260630C00630000,2026-01-09 17:07:13+00:00,630.0,84.25,82.4,85.65,4.6500015,5.8417106,4.0,177.0,0.2583844914245606,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
346,SPY260630C00631000,2025-12-11 20:16:09+00:00,631.0,82.39,81.55,84.8,0.0,0.0,1.0,7.0,0.25727061096191406,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
347,SPY260630C00632000,2026-01-09 20:58:56+00:00,632.0,82.6,80.7,83.95,2.9899979,3.7558067,1.0,24.0,0.256141471862793,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
348,SPY260630C00633000,2026-01-08 19:24:06+00:00,633.0,77.68,79.85,83.1,0.0,0.0,1.0,14.0,0.25499707412719735,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
349,SPY260630C00634000,2025-12-15 14:57:11+00:00,634.0,74.64,79.0,82.25,0.0,0.0,5.0,17.0,0.2538526763916016,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
350,SPY260630C00635000,2026-01-06 20:57:54+00:00,635.0,78.75,78.16,81.41,0.0,0.0,3.0,117.0,0.25276931320190427,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
351,SPY260630C00636000,2026-01-02 15:15:03+00:00,636.0,71.84,77.32,80.56,0.0,0.0,1.0,36.0,0.2515943981933594,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
352,SPY260630C00637000,2025-12-29 17:44:09+00:00,637.0,73.5,76.47,79.72,0.0,0.0,1.0,33.0,0.25048814704895017,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
353,SPY260630C00638000,2025-11-06 18:29:44+00:00,638.0,69.21,75.89,76.46,0.0,0.0,6.0,25.0,0.23407748352050778,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
354,SPY260630C00639000,2025-10-27 14:51:01+00:00,639.0,76.76,70.2,73.71,0.0,0.0,4.0,11.0,0.22080246978759765,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
355,SPY260630C00640000,2026-01-08 17:06:26+00:00,640.0,72.28,75.05,75.96,0.0,0.0,11.0,203.0,0.23935697174072262,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
356,SPY260630C00641000,2026-01-07 14:52:11+00:00,641.0,74.02,73.12,76.37,0.0,0.0,4.0,15.0,0.2459944786071777,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
357,SPY260630C00642000,2026-01-05 18:16:43+00:00,642.0,69.75,72.29,75.54,0.0,0.0,2.0,29.0,0.2448958567810059,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
358,SPY260630C00643000,2025-12-31 20:08:33+00:00,643.0,65.53,71.46,74.7,0.0,0.0,1.0,40.0,0.24372094177246095,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
359,SPY260630C00644000,2026-01-09 16:14:51+00:00,644.0,71.92,70.63,73.87,1.0699997,1.5102324,1.0,42.0,0.2425994319915771,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
360,SPY260630C00645000,2026-01-09 17:14:19+00:00,645.0,71.73,70.88,71.79,2.040001,2.9272504,2.0,173.0,0.23383334533691402,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
361,SPY260630C00650000,2026-01-09 21:02:55+00:00,650.0,67.37,66.77,67.68,1.3300018,2.0139337,4.0,1461.0,0.22838601211547854,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
362,SPY260630C00655000,2026-01-09 17:45:14+00:00,655.0,63.26,61.64,64.89,2.9699974,4.9261856,2.0,333.0,0.23038489349365232,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
363,SPY260630C00660000,2026-01-09 19:39:04+00:00,660.0,59.96,57.66,60.89,3.8600006,6.880572,161.0,570.0,0.22481549118041988,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
364,SPY260630C00665000,2026-01-09 20:14:43+00:00,665.0,56.05,54.81,55.72,2.9500008,5.5555573,2.0,838.0,0.2122881506347656,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
365,SPY260630C00670000,2026-01-09 19:54:47+00:00,670.0,52.08,50.97,51.88,3.460003,7.116419,19.0,2141.0,0.20703917968749996,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
366,SPY260630C00675000,2026-01-09 20:22:13+00:00,675.0,48.61,46.13,49.38,3.420002,7.568051,17.0,330.0,0.2087481469726562,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
367,SPY260630C00680000,2026-01-09 19:50:30+00:00,680.0,45.0,43.53,44.45,3.959999,9.64912,24.0,726.0,0.1966861948394775,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
368,SPY260630C00685000,2026-01-09 19:14:00+00:00,685.0,41.03,39.5,41.25,2.9300003,7.6902895,133.0,1537.0,0.19359632095336915,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
369,SPY260630C00690000,2026-01-09 20:59:17+00:00,690.0,37.24,36.5,37.42,2.4400024,7.0115013,64.0,648.0,0.18662312408447268,True,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
370,SPY260630C00695000,2026-01-09 20:57:55+00:00,695.0,33.95,33.16,34.08,2.5500011,8.121022,56.0,1119.0,0.18173273109436036,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
371,SPY260630C00700000,2026-01-09 21:07:53+00:00,700.0,30.47,30.37,30.45,2.0499992,7.2132273,119.0,1436.0,0.17472901695251467,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
372,SPY260630C00705000,2026-01-09 20:53:10+00:00,705.0,27.8,27.32,27.4,2.4799995,9.794627,18.0,589.0,0.17016668464660648,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
373,SPY260630C00710000,2026-01-09 20:53:10+00:00,710.0,24.9,24.43,24.51,2.1999989,9.691625,144.0,582.0,0.16577982666015628,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
374,SPY260630C00715000,2026-01-09 20:51:24+00:00,715.0,22.15,21.71,21.79,1.8199997,8.952286,9.0,5445.0,0.16158370162963864,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
375,SPY260630C00720000,2026-01-09 20:51:24+00:00,720.0,19.53,19.18,19.25,1.8299999,10.338983,102.0,825.0,0.15758593887329103,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
376,SPY260630C00725000,2026-01-09 20:07:16+00:00,725.0,17.32,16.83,16.9,1.8099995,11.669887,433.0,1553.0,0.15383231430053712,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
377,SPY260630C00730000,2026-01-09 20:43:48+00:00,730.0,15.1,14.68,14.74,1.4200001,10.380117,33.0,439.0,0.15030756927490235,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
378,SPY260630C00735000,2026-01-09 20:01:13+00:00,735.0,13.26,12.73,12.79,-0.09000015,-0.67415845,7.0,127.0,0.14711851425170897,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
379,SPY260630C00740000,2026-01-09 20:59:19+00:00,740.0,11.17,10.98,11.03,1.1700001,11.700001,80.0,367.0,0.14415833877563478,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
380,SPY260630C00745000,2026-01-09 19:38:56+00:00,745.0,9.64,9.42,9.47,-0.42000008,-4.1749506,7.0,366.0,0.14154911193847658,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
381,SPY260630C00750000,2026-01-09 21:11:24+00:00,750.0,8.08,8.04,8.1,0.7399998,10.08174,132.0,950.0,0.1392603164672852,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
382,SPY260630C00755000,2026-01-09 20:59:19+00:00,755.0,6.97,6.84,6.89,0.6699996,10.634914,44.0,332.0,0.13715462463378908,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
383,SPY260630C00760000,2026-01-08 18:47:18+00:00,760.0,5.27,5.79,5.84,-0.01999998,-0.37807146,29.0,216.0,0.135323588256836,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
384,SPY260630C00765000,2026-01-09 15:12:16+00:00,765.0,4.93,4.89,4.93,0.42999983,9.555552,100.0,196.0,0.13370617279052732,False,REGULAR,USD,2026-06-30,EuropeanCall,694.4400024414062
